code_insee,nom_commune,maire_prenom,maire_nom,date_naissance,age_au_1er_tour_2026,part_65_plus_2021,part_moins_20_2021,strate,mediane_niveau_vie_2021,mediane_strate_niveau_vie,ecart_niveau_vie_vs_strate,categorie_niveau_vie,phrase_niveau_vie,departement,departement_code
62170,Bouvigny-Boyeffles,Maurice,VISEUX,15/10/1954,71.0,22.44,27.0,2000-3499 hab,25290.0,22735.0,2555.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25290 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Pas-de-Calais,62
62171,Boyaval,Marc,VAMBERGUE,14/10/1963,62.0,21.17,39.42,< 500 hab,21870.0,22370.0,-500.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21870 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62172,Boyelles,Charline,DUMOULIN,29/11/1962,63.0,9.37,35.81,< 500 hab,23800.0,22370.0,1430.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23800 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62173,Brebières,Lionel,DAVID,11/09/1971,54.0,16.87,31.92,5000-9999 hab,22660.0,20460.0,2200.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 22660 €, plus élevé que la moyenne de la strate (20460 € pour la strate).",Pas-de-Calais,62
62174,Brêmes,Thierry,POUSSIERE,18/08/1966,59.0,18.54,31.34,500-1999 hab,22470.0,23000.0,-530.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22470 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62175,Brévillers,Christiane,GIRARD,26/03/1953,72.0,24.84,27.95,< 500 hab,22700.0,22370.0,330.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22700 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62176,Bréxent-Enocq,Michel,HEDIN,28/03/1950,75.0,20.43,34.41,500-1999 hab,22930.0,23000.0,-70.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22930 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62177,Brimeux,Yves,GILLE,02/07/1968,57.0,19.81,28.21,500-1999 hab,21640.0,23000.0,-1360.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21640 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62178,Bruay-La-Buissière,Ludovic,PAJOT,18/11/1993,32.0,18.77,33.0,20 000-49 999 hab,17350.0,19570.0,-2220.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 17350 €, plus faible que la moyenne de la strate (19570 € pour la strate).",Pas-de-Calais,62
62179,Brunembert,Philippe,DELBARRE,20/04/1956,69.0,11.85,42.72,< 500 hab,22460.0,22370.0,90.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22460 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62180,Brias,Cédric,DEMOULIN,13/11/1977,48.0,13.54,38.54,< 500 hab,23860.0,22370.0,1490.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23860 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62181,Bucquoy,Eugène,DELAMBRE,10/12/1949,76.0,13.75,32.06,500-1999 hab,20910.0,23000.0,-2090.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20910 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62182,Buire-Au-Bois,Thierry,BASCOUR,20/10/1961,64.0,11.29,24.6,< 500 hab,21560.0,22370.0,-810.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21560 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62183,Buire-Le-Sec,Isabelle,QUENEHEN,20/10/1971,54.0,14.17,34.49,500-1999 hab,19280.0,23000.0,-3720.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19280 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62184,Buissy,Dominique,BLARY,06/10/1974,51.0,14.29,39.93,< 500 hab,23870.0,22370.0,1500.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23870 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62185,Bullecourt,Eric,BIANCHIN,03/07/1962,63.0,28.05,34.96,< 500 hab,24010.0,22370.0,1640.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24010 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62186,Bully-Les-Mines,François,LEMAIRE,04/01/1968,58.0,19.67,31.78,10 000-19 999 hab,19080.0,19710.0,-630.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 19080 €, proche de la moyenne de la strate (19710 € pour la strate).",Pas-de-Calais,62
62187,Buneville,Philippe,DERISBOURG,21/09/1963,62.0,14.79,23.67,< 500 hab,23470.0,22370.0,1100.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23470 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62188,Burbure,René,HOCQ,23/11/1951,74.0,18.58,31.9,2000-3499 hab,20450.0,22735.0,-2285.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20450 €, plus faible que la moyenne de la strate (22735 € pour la strate).",Pas-de-Calais,62
62189,Bus,Guy,ALEXANDRE,09/04/1955,70.0,4.0,40.0,< 500 hab,20410.0,22370.0,-1960.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20410 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62190,Busnes,Franck,HANNEBICQ,29/05/1970,55.0,20.06,25.65,500-1999 hab,23530.0,23000.0,530.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23530 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62191,Caffiers,Pascal,GAVOIS,18/03/1958,67.0,29.1,32.41,500-1999 hab,21090.0,23000.0,-1910.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21090 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62192,Cagnicourt,Thibaut,SAMIER,23/04/1983,42.0,16.01,32.51,< 500 hab,21830.0,22370.0,-540.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21830 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62193,Calais,Natacha,BOUCHART,29/05/1963,62.0,18.67,29.97,50 000-99 999 hab,18090.0,18300.0,-210.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 18090 €, proche de la moyenne de la strate (18300 € pour la strate).",Pas-de-Calais,62
62194,Calonne-Ricouart,Ludovic,IDZIAK,30/04/1974,51.0,21.39,33.19,5000-9999 hab,17610.0,20460.0,-2850.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 17610 €, plus faible que la moyenne de la strate (20460 € pour la strate).",Pas-de-Calais,62
62195,Calonne-Sur-La-Lys,Dominique,QUESTE,11/09/1950,75.0,24.12,27.9,500-1999 hab,23260.0,23000.0,260.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23260 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62196,La Calotterie,Franck,LEURETTE,18/11/1975,50.0,19.12,28.27,500-1999 hab,22570.0,23000.0,-430.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22570 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62197,Camblain-Châtelain,Lelio,PEDRINI,21/12/1967,58.0,21.64,35.19,500-1999 hab,20790.0,23000.0,-2210.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20790 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62198,Cambligneul,Jean-Luc,LEUILLER,16/10/1957,68.0,18.69,26.41,< 500 hab,25930.0,22370.0,3560.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25930 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62199,Camblain-L'Abbé,Monique,DEBEAUMONT,09/06/1955,70.0,20.32,37.45,500-1999 hab,24610.0,23000.0,1610.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24610 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62200,Cambrin,Philippe,DRUMEZ,24/10/1956,69.0,17.9,33.42,500-1999 hab,23470.0,23000.0,470.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23470 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62201,Camiers,Gaston,CALLEWAERT,27/03/1960,65.0,23.68,26.73,2000-3499 hab,21230.0,22735.0,-1505.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21230 €, plus faible que la moyenne de la strate (22735 € pour la strate).",Pas-de-Calais,62
62202,Campagne-Lès-Boulonnais,Bernard,HIBON,12/10/1949,76.0,23.27,36.34,500-1999 hab,20260.0,23000.0,-2740.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20260 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62203,Campagne-Lès-Guines,Bruno,DEMILLY,01/08/1956,69.0,21.26,27.34,< 500 hab,24580.0,22370.0,2210.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24580 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62204,Campagne-Lès-Hesdin,Michel,EVRARD,10/06/1949,76.0,22.76,29.52,500-1999 hab,21560.0,23000.0,-1440.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21560 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62205,Campagne-Lès-Wardrecques,Benoît,AGEORGES,09/08/1972,53.0,13.6,31.9,500-1999 hab,23910.0,23000.0,910.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23910 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62206,Campigneulles-Les-Grandes,Hubert,DOUAY,05/02/1968,58.0,11.57,21.64,< 500 hab,24560.0,22370.0,2190.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24560 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62207,Campigneulles-Les-Petites,Jean-Claude,ALLEXANDRE,13/10/1951,74.0,30.57,27.81,500-1999 hab,24360.0,23000.0,1360.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24360 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62208,Canettemont,Christian,BOUCLY,03/11/1954,71.0,33.33,33.33,< 500 hab,,22370.0,,niveau inconnu,Information niveau de vie ou strate manquante.,Pas-de-Calais,62
62209,Canlers,Laurent,FOURRIQUET,08/02/1964,62.0,18.06,30.32,< 500 hab,20570.0,22370.0,-1800.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20570 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62211,Capelle-Fermont,Sabine,SURELLE,22/10/1968,57.0,13.12,31.22,< 500 hab,27100.0,22370.0,4730.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 27100 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62212,Capelle-Lès-Hesdin,Francis,CAPRON,18/04/1961,64.0,14.45,24.86,< 500 hab,21740.0,22370.0,-630.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21740 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62213,Carency,Justin,CLAIRET,02/09/1964,61.0,12.22,33.86,500-1999 hab,27440.0,23000.0,4440.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 27440 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62214,Carly,Aimé,HERDUIN,26/10/1954,71.0,14.52,31.94,500-1999 hab,24750.0,23000.0,1750.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24750 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62215,Carvin,Philippe,KEMEL,28/06/1948,77.0,16.97,32.79,10 000-19 999 hab,20130.0,19710.0,420.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 20130 €, proche de la moyenne de la strate (19710 € pour la strate).",Pas-de-Calais,62
62216,La Cauchie,Marie,BERNARD,13/07/1982,43.0,21.46,27.47,< 500 hab,22290.0,22370.0,-80.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22290 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62217,Cauchy-À-La-Tour,Jacques,FLAHAUT,18/04/1967,58.0,19.6,28.86,2000-3499 hab,19580.0,22735.0,-3155.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19580 €, plus faible que la moyenne de la strate (22735 € pour la strate).",Pas-de-Calais,62
62218,Caucourt,Danièle,PHILIPPE,22/09/1951,74.0,15.6,35.17,< 500 hab,24960.0,22370.0,2590.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24960 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62219,Caumont,Eric,REVILLION,02/02/1962,64.0,35.62,13.12,< 500 hab,22020.0,22370.0,-350.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22020 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62220,Cavron-Saint-Martin,Antoine,BOLLART,22/09/1960,65.0,23.83,24.77,< 500 hab,21600.0,22370.0,-770.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21600 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62221,Chelers,Raymond,WACHEUX,05/07/1946,79.0,11.34,32.39,< 500 hab,24050.0,22370.0,1680.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24050 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62222,Chériennes,Mickaël,RÉVILLION,03/12/1972,53.0,36.54,26.92,< 500 hab,21420.0,22370.0,-950.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21420 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62223,Chérisy,Patrick,VISENTIN,05/04/1959,66.0,18.33,36.67,< 500 hab,26480.0,22370.0,4110.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 26480 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62224,Chocques,Yvon,MASSART,15/02/1959,67.0,18.37,34.14,2000-3499 hab,20650.0,22735.0,-2085.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20650 €, plus faible que la moyenne de la strate (22735 € pour la strate).",Pas-de-Calais,62
62225,Clairmarais,Damien,MOREL,08/04/1973,52.0,30.99,23.8,500-1999 hab,24580.0,23000.0,1580.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24580 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62227,Clenleu,Hervé,DAVELU,14/04/1962,63.0,19.89,25.57,< 500 hab,22960.0,22370.0,590.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22960 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62228,Clerques,Aurélien,DOMMANGET,21/05/1982,43.0,22.6,31.89,< 500 hab,21090.0,22370.0,-1280.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21090 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62229,Cléty,Serge,LAVOGEZ,19/09/1955,70.0,15.82,36.59,500-1999 hab,23010.0,23000.0,10.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23010 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62230,Colembert,Etienne,MAES,19/04/1957,68.0,11.45,44.22,500-1999 hab,24250.0,23000.0,1250.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24250 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62231,Colline-Beaumont,Valérie,DELORME,22/05/1970,55.0,22.32,13.39,< 500 hab,24030.0,22370.0,1660.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24030 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62232,La Comté,Joëlle,ALLEMAN,10/10/1946,79.0,19.43,32.27,500-1999 hab,23570.0,23000.0,570.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23570 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62233,Conchil-Le-Temple,Daniel,DUBOIS,04/05/1952,73.0,22.52,34.09,500-1999 hab,23380.0,23000.0,380.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23380 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62234,Conchy-Sur-Canche,Dominique,COQUET,26/04/1958,67.0,23.81,28.57,< 500 hab,21510.0,22370.0,-860.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21510 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62235,Condette,Hervé,LECLERCQ,19/07/1958,67.0,34.22,21.68,2000-3499 hab,28750.0,22735.0,6015.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 28750 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Pas-de-Calais,62
62236,Contes,André,PONCHEL,21/03/1963,62.0,28.02,29.5,< 500 hab,21760.0,22370.0,-610.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21760 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62237,Conteville-Lès-Boulogne,Jean-Renaud,TAUBREGEAS,07/04/1962,63.0,19.48,30.52,500-1999 hab,25290.0,23000.0,2290.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25290 €, plus élevé que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62238,Conteville-En-Ternois,Jean-Claude,HABERT,22/05/1948,77.0,21.69,38.55,< 500 hab,,22370.0,,niveau inconnu,Information niveau de vie ou strate manquante.,Pas-de-Calais,62
62239,Coquelles,Michel,HAMY,07/10/1948,77.0,35.14,21.77,2000-3499 hab,24230.0,22735.0,1495.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24230 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Pas-de-Calais,62
62240,Corbehem,Dominique,BERTOUT,30/01/1958,68.0,19.67,32.84,2000-3499 hab,21780.0,22735.0,-955.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21780 €, proche de la moyenne de la strate (22735 € pour la strate).",Pas-de-Calais,62
62241,Cormont,Emile,CREPIN,21/04/1954,71.0,15.67,35.0,< 500 hab,22230.0,22370.0,-140.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22230 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62242,Couin,Vincent,LACROIX,15/08/1968,57.0,27.91,38.37,< 500 hab,,22370.0,,niveau inconnu,Information niveau de vie ou strate manquante.,Pas-de-Calais,62
62243,Coullemont,Patrick,DEKEYSER,08/09/1969,56.0,25.0,29.63,< 500 hab,20840.0,22370.0,-1530.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20840 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62244,Coulogne,Guillaume,LOEUILLEUX,17/09/1974,51.0,20.85,29.35,5000-9999 hab,22290.0,20460.0,1830.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 22290 €, plus élevé que la moyenne de la strate (20460 € pour la strate).",Pas-de-Calais,62
62245,Coulomby,Laurent,POURCHEL,30/10/1964,61.0,15.13,45.13,500-1999 hab,22030.0,23000.0,-970.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22030 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62246,Coupelle-Neuve,Emmanuel,MARGUET,19/12/1976,49.0,8.59,42.94,< 500 hab,19980.0,22370.0,-2390.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19980 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62247,Coupelle-Vieille,Christian,MARGEZ,29/12/1960,65.0,21.4,31.85,500-1999 hab,20690.0,23000.0,-2310.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20690 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62248,Courcelles-Le-Comte,Jérôme,PETIT,26/04/1979,46.0,16.23,35.9,< 500 hab,23350.0,22370.0,980.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23350 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62249,Courcelles-Lès-Lens,Édith,BLEUZET-CARLIER,15/10/1970,55.0,12.72,38.11,5000-9999 hab,18890.0,20460.0,-1570.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 18890 €, plus faible que la moyenne de la strate (20460 € pour la strate).",Pas-de-Calais,62
62250,Courrières,Christophe,PILCH,28/10/1965,60.0,20.54,32.33,10 000-19 999 hab,20310.0,19710.0,600.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 20310 €, proche de la moyenne de la strate (19710 € pour la strate).",Pas-de-Calais,62
62251,Courset,Marc,DENAVAUT,14/02/1957,69.0,26.52,33.2,500-1999 hab,21910.0,23000.0,-1090.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21910 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62252,La Couture,Raymond,GAQUERE,15/09/1948,77.0,15.77,32.72,2000-3499 hab,25300.0,22735.0,2565.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 25300 €, plus élevé que la moyenne de la strate (22735 € pour la strate).",Pas-de-Calais,62
62253,Couturelle,Hugues,LEGOUX,10/07/1948,77.0,15.38,46.15,< 500 hab,,22370.0,,niveau inconnu,Information niveau de vie ou strate manquante.,Pas-de-Calais,62
62254,Coyecques,Pascal,DELFORGE,05/06/1967,58.0,26.11,36.78,500-1999 hab,20340.0,23000.0,-2660.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20340 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62255,Crémarest,Claude,PRUDHOMME,22/01/1949,77.0,14.66,41.73,500-1999 hab,23890.0,23000.0,890.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 23890 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62256,Crépy,Yolande,DEBRUYNE,28/11/1966,59.0,40.58,26.09,< 500 hab,19800.0,22370.0,-2570.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 19800 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62257,Créquy,Michael,TALLEUX,22/08/1975,50.0,19.78,36.74,< 500 hab,21770.0,22370.0,-600.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 21770 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62258,Croisette,Claude,BACHELET,10/11/1950,75.0,17.07,31.71,< 500 hab,23480.0,22370.0,1110.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23480 €, plus élevé que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62259,Croisilles,Gérard,DUE,06/04/1951,74.0,18.69,33.83,500-1999 hab,21820.0,23000.0,-1180.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21820 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62260,Croix-En-Ternois,Régis,BERON,03/03/1962,64.0,13.53,39.41,< 500 hab,20980.0,22370.0,-1390.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20980 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62261,Cucq,Walter,KAHN,25/11/1949,76.0,35.38,21.62,5000-9999 hab,23240.0,20460.0,2780.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 23240 €, plus élevé que la moyenne de la strate (20460 € pour la strate).",Pas-de-Calais,62
62262,Cuinchy,Dominique,DELECOURT,13/09/1957,68.0,22.96,31.84,500-1999 hab,22700.0,23000.0,-300.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22700 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62263,Dainville,Françoise,ROSSIGNOL,27/05/1948,77.0,30.96,26.36,5000-9999 hab,24790.0,20460.0,4330.0,plus élevé que la moyenne de la strate,"La médiane du niveau de vie est de 24790 €, plus élevé que la moyenne de la strate (20460 € pour la strate).",Pas-de-Calais,62
62264,Dannes,Olivier,CARTON,20/01/1974,52.0,20.59,35.65,500-1999 hab,20160.0,23000.0,-2840.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20160 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62265,Delettes,Alain,MASSEZ,24/10/1950,75.0,15.09,36.77,500-1999 hab,21960.0,23000.0,-1040.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 21960 €, plus faible que la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62266,Denier,Jean,BRIDEL,07/12/1962,63.0,12.35,30.86,< 500 hab,,22370.0,,niveau inconnu,Information niveau de vie ou strate manquante.,Pas-de-Calais,62
62267,Dennebroeucq,Christian,CRUNELLE,15/11/1959,66.0,14.96,36.16,< 500 hab,20870.0,22370.0,-1500.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 20870 €, plus faible que la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62268,Desvres,Marc,DEMOLLIENS,31/07/1969,56.0,24.04,30.26,3500-4999 hab,18210.0,21515.0,-3305.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 18210 €, plus faible que la moyenne de la strate (21515 € pour la strate).",Pas-de-Calais,62
62269,Diéval,Jean,NEVEU,21/05/1955,70.0,24.89,30.69,500-1999 hab,22090.0,23000.0,-910.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22090 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62270,Divion,Jacky,LEMOINE,20/05/1961,64.0,17.43,34.1,5000-9999 hab,17560.0,20460.0,-2900.0,plus faible que la moyenne de la strate,"La médiane du niveau de vie est de 17560 €, plus faible que la moyenne de la strate (20460 € pour la strate).",Pas-de-Calais,62
62271,Dohem,David,DAMBRUNE,22/07/1978,47.0,11.44,39.73,500-1999 hab,22420.0,23000.0,-580.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22420 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62272,Douchy-Lès-Ayette,Jean-Charles,DERUE,30/06/1951,74.0,22.9,34.68,< 500 hab,22700.0,22370.0,330.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22700 €, proche de la moyenne de la strate (22370 € pour la strate).",Pas-de-Calais,62
62273,Doudeauville,Christophe,COUSIN,31/01/1972,54.0,12.73,40.87,500-1999 hab,22690.0,23000.0,-310.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 22690 €, proche de la moyenne de la strate (23000 € pour la strate).",Pas-de-Calais,62
62274,Dourges,Tony,FRANCONVILLE,01/05/1978,47.0,15.28,35.95,5000-9999 hab,20460.0,20460.0,0.0,proche de la moyenne de la strate,"La médiane du niveau de vie est de 20460 €, proche de la moyenne de la strate (20460 € pour la strate).",Pas-de-Calais,62
