code_insee,nom_commune,dette_par_habitant,dotations,dotations_par_habitant,annee_fin,commentaire_financier,strate,dotations_par_hab_mediane_strate,commentaire_financier_joli
59649,WATTIGNIES-LA-VICTOIRE (59),181.74,75841.0,303.36,2024,santé financière préoccupante — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 43.6 %), au-dessous de la médiane (-138 € /hab). Épargne brute : en baisse (de 95.3 %) Investissement : en baisse (de 73.5 %) Dotations par habitant : 303 € /hab (au-dessus de la médiane, +127 € /hab)."
59650,WATTRELOS (59),1267.69,27547395.0,669.96,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : hausse plus rapide que la strate.,20 000-49 999 hab,531.1,"Dette : en baisse (de 7.6 %), au-dessus de la médiane (+492 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 17.4 %) Dotations par habitant : 670 € /hab (au-dessus de la médiane, +139 € /hab)."
59651,WAVRECHAIN-SOUS-DENAIN (59),390.23,264363.0,162.29,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 32.4 %), au-dessus de la médiane (+21 € /hab). Épargne brute : en hausse (de 54.5 %) Investissement : en hausse (de 64.6 %) Dotations par habitant : 162 € /hab (au-dessous de la médiane, -27 € /hab)."
59652,WAVRECHAIN-SOUS-FAULX (59),276.98,36632.0,85.79,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 67.3 %), au-dessous de la médiane (-43 € /hab). Épargne brute : en baisse (de 8.5 %) Investissement : en hausse (de 45.4 %) Dotations par habitant : 86 € /hab (au-dessous de la médiane, -90 € /hab)."
59653,WAVRIN (59),1047.43,1983094.0,252.98,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,5000-9999 hab,298.7,"Dette : globalement stable, au-dessus de la médiane (+469 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 196.2 %) Dotations par habitant : 253 € /hab (au-dessous de la médiane, -46 € /hab)."
59654,WAZIERS (59),1000.96,7602123.0,1024.41,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible Tendance dette vs strate : évolution proche de la strate.,5000-9999 hab,298.7,"Dette : en baisse (de 11.2 %), au-dessus de la médiane (+423 € /hab). Épargne brute : en baisse (de 9.8 %) Investissement : en hausse (de 39.9 %) Dotations par habitant : 1 024 € /hab (au-dessus de la médiane, +726 € /hab)."
59655,WEMAERS-CAPPEL (59),1452.51,71687.0,292.6,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 305.6 %), au-dessus de la médiane (+1 133 € /hab). Épargne brute : en hausse (de 64.1 %) Investissement : en hausse (de 478.4 %) Dotations par habitant : 293 € /hab (au-dessus de la médiane, +116 € /hab)."
59656,WERVICQ-SUD (59),703.95,788051.0,147.11,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — investissement élevé; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,5000-9999 hab,298.7,"Dette : en hausse (de 143.0 %), au-dessus de la médiane (+126 € /hab). Épargne brute : en hausse (de 13.2 %) Investissement : en hausse (de 391.8 %) Dotations par habitant : 147 € /hab (au-dessous de la médiane, -152 € /hab)."
59657,WEST-CAPPEL (59),172.73,112220.0,172.91,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 25.7 %), au-dessous de la médiane (-197 € /hab). Épargne brute : en hausse (de 76.9 %) Investissement : en hausse (de 67.4 %) Dotations par habitant : 173 € /hab (au-dessous de la médiane, -16 € /hab)."
59658,WICRES (59),410.54,54145.0,98.09,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 38.7 %), au-dessus de la médiane (+41 € /hab). Épargne brute : en hausse (de 172.7 %) Investissement : en hausse (de 279.4 %) Dotations par habitant : 98 € /hab (au-dessous de la médiane, -91 € /hab)."
59659,WIGNEHIES (59),1075.9,901274.0,314.69,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 146.2 %), au-dessus de la médiane (+628 € /hab). Épargne brute : en baisse (de 27.6 %) Investissement : en hausse (de 96.2 %) Dotations par habitant : 315 € /hab (au-dessus de la médiane, +120 € /hab)."
59660,WILLEMS (59),1423.88,417519.0,137.8,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 28.5 %), au-dessus de la médiane (+976 € /hab). Épargne brute : en hausse (de 48.9 %) Investissement : en baisse (de 18.1 %) Dotations par habitant : 138 € /hab (au-dessous de la médiane, -57 € /hab)."
59661,WILLIES (59),1419.56,28895.0,197.91,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 136.6 %), au-dessus de la médiane (+1 100 € /hab). Épargne brute : en baisse (de 66.5 %) Investissement : en hausse (de 22.2 %) Dotations par habitant : 198 € /hab (au-dessus de la médiane, +22 € /hab)."
59662,WINNEZEELE (59),113.47,361345.0,268.86,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 41.9 %), au-dessous de la médiane (-256 € /hab). Épargne brute : en hausse (de 12.9 %) Investissement : en hausse (de 36.5 %) Dotations par habitant : 269 € /hab (au-dessus de la médiane, +80 € /hab)."
59663,WORMHOUT (59),294.47,1529629.0,263.09,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé Tendance dette vs strate : baisse plus rapide que la strate.,5000-9999 hab,298.7,"Dette : en baisse (de 48.1 %), au-dessous de la médiane (-284 € /hab). Épargne brute : en baisse (de 11.1 %) Investissement : en hausse (de 77.5 %) Dotations par habitant : 263 € /hab (au-dessous de la médiane, -36 € /hab)."
59664,WULVERDINGHE (59),239.96,36831.0,108.33,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 43.8 %), au-dessous de la médiane (-80 € /hab). Épargne brute : en hausse (de 25.3 %) Investissement : en baisse (de 7.2 %) Dotations par habitant : 108 € /hab (au-dessous de la médiane, -68 € /hab)."
59665,WYLDER (59),2.08,44898.0,146.25,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : globalement stable, au-dessous de la médiane (-318 € /hab). Épargne brute : en hausse (de 19.3 %) Investissement : en baisse (de 90.8 %) Dotations par habitant : 146 € /hab (au-dessous de la médiane, -30 € /hab)."
59666,ZEGERSCAPPEL (59),438.01,311736.0,191.13,2024,santé financière à surveiller — dette en baisse depuis 2020 Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 47.4 %), au-dessus de la médiane (+68 € /hab). Épargne brute : en baisse (de 67.4 %) Investissement : en hausse (de 45.5 %) Dotations par habitant : 191 € /hab (au-dessus de la médiane, +2 € /hab)."
59667,ZERMEZEELE (59),0.0,90558.0,360.79,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : comparaison de tendance non disponible.,< 500 hab,176.17,"Dette : au niveau de 0 € /hab, au-dessous de la médiane (-320 € /hab). Épargne brute : en baisse (de 37.2 %) Investissement : en hausse (de 3652.9 %) Dotations par habitant : 361 € /hab (au-dessus de la médiane, +185 € /hab)."
59668,ZUYDCOOTE (59),0.52,118090.0,68.74,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 93.2 %), au-dessous de la médiane (-369 € /hab). Épargne brute : en hausse (de 126.0 %) Investissement : en hausse (de 487.3 %) Dotations par habitant : 69 € /hab (au-dessous de la médiane, -120 € /hab)."
59669,ZUYTPEENE (59),191.21,119106.0,220.57,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 86.4 %), au-dessous de la médiane (-178 € /hab). Épargne brute : en baisse (de 32.5 %) Investissement : en baisse (de 68.9 %) Dotations par habitant : 221 € /hab (au-dessus de la médiane, +32 € /hab)."
59670,DON (59),482.06,170449.0,119.45,2024,santé financière à surveiller — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 30.0 %), au-dessus de la médiane (+112 € /hab). Épargne brute : en baisse (de 134.8 %) Investissement : en baisse (de 41.6 %) Dotations par habitant : 119 € /hab (au-dessous de la médiane, -70 € /hab)."
62001,ABLAIN-SAINT-NAZAIRE (62),226.89,503171.0,253.74,2024,situation globalement saine — dette globalement stable depuis 2020 — investissement faible; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 34.8 %), au-dessous de la médiane (-143 € /hab). Épargne brute : en hausse (de 274.6 %) Investissement : en baisse (de 45.0 %) Dotations par habitant : 254 € /hab (au-dessus de la médiane, +65 € /hab)."
62002,ABLAINZEVELLE (62),462.05,28821.0,121.61,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 34.9 %), au-dessus de la médiane (+142 € /hab). Épargne brute : en baisse (de 53.4 %) Investissement : en baisse (de 71.4 %) Dotations par habitant : 122 € /hab (au-dessous de la médiane, -55 € /hab)."
62003,ACHEVILLE (62),196.48,88837.0,144.69,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 26.5 %), au-dessous de la médiane (-173 € /hab). Épargne brute : en baisse (de 39.9 %) Investissement : en hausse (de 44.7 %) Dotations par habitant : 145 € /hab (au-dessous de la médiane, -44 € /hab)."
62004,ACHICOURT (62),666.1,2067948.0,255.4,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,5000-9999 hab,298.7,"Dette : en baisse (de 38.4 %), au-dessus de la médiane (+88 € /hab). Épargne brute : en baisse (de 16.5 %) Investissement : en hausse (de 74.2 %) Dotations par habitant : 255 € /hab (au-dessous de la médiane, -43 € /hab)."
62005,ACHIET-LE-GRAND (62),1044.09,114523.0,117.58,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 5.9 %), au-dessus de la médiane (+675 € /hab). Épargne brute : en baisse (de 37.0 %) Investissement : en hausse (de 73.9 %) Dotations par habitant : 118 € /hab (au-dessous de la médiane, -71 € /hab)."
62006,ACHIET-LE-PETIT (62),985.89,57406.0,181.09,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 37.9 %), au-dessus de la médiane (+666 € /hab). Épargne brute : globalement stable Investissement : en baisse (de 62.5 %) Dotations par habitant : 181 € /hab (au-dessus de la médiane, +5 € /hab)."
62007,ACQ (62),220.66,93626.0,115.59,2024,santé financière à surveiller — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 25.7 %), au-dessous de la médiane (-149 € /hab). Épargne brute : en hausse (de 107.8 %) Investissement : en baisse (de 23.9 %) Dotations par habitant : 116 € /hab (au-dessous de la médiane, -73 € /hab)."
62008,ACQUIN-WESTBECOURT (62),573.27,220223.0,270.54,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 11.8 %), au-dessus de la médiane (+204 € /hab). Épargne brute : en baisse (de 65.4 %) Investissement : en hausse (de 325.4 %) Dotations par habitant : 271 € /hab (au-dessus de la médiane, +81 € /hab)."
62009,ADINFER (62),339.95,66411.0,228.22,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 48.9 %), au-dessus de la médiane (+20 € /hab). Épargne brute : en baisse (de 15.7 %) Investissement : en baisse (de 27.4 %) Dotations par habitant : 228 € /hab (au-dessus de la médiane, +52 € /hab)."
62010,AFFRINGUES (62),756.95,75814.0,290.48,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 109.3 %), au-dessus de la médiane (+437 € /hab). Épargne brute : en hausse (de 166.0 %) Investissement : en hausse (de 1062.6 %) Dotations par habitant : 290 € /hab (au-dessus de la médiane, +114 € /hab)."
62011,AGNEZ-LES-DUISANS (62),152.16,145784.0,217.26,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 43.7 %), au-dessous de la médiane (-217 € /hab). Épargne brute : en baisse (de 682.0 %) Investissement : globalement stable Dotations par habitant : 217 € /hab (au-dessus de la médiane, +28 € /hab)."
62012,AGNIERES (62),903.47,78790.0,304.21,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 35.2 %), au-dessus de la médiane (+584 € /hab). Épargne brute : en baisse (de 28.3 %) Investissement : en baisse (de 96.0 %) Dotations par habitant : 304 € /hab (au-dessus de la médiane, +128 € /hab)."
62013,AGNY (62),135.91,263654.0,137.39,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 21.5 %), au-dessous de la médiane (-234 € /hab). Épargne brute : en baisse (de 76.5 %) Investissement : en baisse (de 51.5 %) Dotations par habitant : 137 € /hab (au-dessous de la médiane, -52 € /hab)."
62014,AIRE-SUR-LA-LYS (62),934.42,1232246.0,124.71,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,5000-9999 hab,298.7,"Dette : globalement stable, au-dessus de la médiane (+356 € /hab). Épargne brute : en baisse (de 27.4 %) Investissement : en hausse (de 83.7 %) Dotations par habitant : 125 € /hab (au-dessous de la médiane, -174 € /hab)."
62015,AIRON-NOTRE-DAME (62),221.62,22965.0,85.06,2024,situation globalement saine — dette globalement stable depuis 2020 — investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : globalement stable, au-dessous de la médiane (-98 € /hab). Épargne brute : en hausse (de 133.6 %) Investissement : en hausse (de 638.3 %) Dotations par habitant : 85 € /hab (au-dessous de la médiane, -91 € /hab)."
62016,AIRON-SAINT-VAAST (62),351.54,17544.0,89.06,2024,situation globalement saine — dette globalement stable depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 8.4 %), au-dessus de la médiane (+32 € /hab). Épargne brute : en baisse (de 25.1 %) Investissement : en baisse (de 75.7 %) Dotations par habitant : 89 € /hab (au-dessous de la médiane, -87 € /hab)."
62017,AIX-EN-ERGNY (62),485.6,59391.0,236.62,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 41.5 %), au-dessus de la médiane (+166 € /hab). Épargne brute : en baisse (de 61.3 %) Investissement : en hausse (de 50.2 %) Dotations par habitant : 237 € /hab (au-dessus de la médiane, +60 € /hab)."
62018,AIX-EN-ISSART (62),540.61,46604.0,154.32,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 37.7 %), au-dessus de la médiane (+221 € /hab). Épargne brute : en baisse (de 33.4 %) Investissement : en baisse (de 17.7 %) Dotations par habitant : 154 € /hab (au-dessous de la médiane, -22 € /hab)."
62019,AIX-NOULETTE (62),408.16,1048026.0,264.45,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,3500-4999 hab,249.06,"Dette : en baisse (de 40.1 %), au-dessous de la médiane (-82 € /hab). Épargne brute : en baisse (de 31.4 %) Investissement : globalement stable Dotations par habitant : 264 € /hab (au-dessus de la médiane, +15 € /hab)."
62020,ALEMBON (62),370.16,200396.0,311.66,2024,santé financière préoccupante — dette globalement stable depuis 2020 — pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 40.5 %), proche de la médiane (+1 € /hab). Épargne brute : en hausse (de 55.0 %) Investissement : en hausse (de 402.7 %) Dotations par habitant : 312 € /hab (au-dessus de la médiane, +123 € /hab)."
62021,ALETTE (62),419.76,63809.0,160.32,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; pic de dette en 2021 Tendance dette vs strate : évolution proche de la strate.,< 500 hab,176.17,"Dette : en baisse (de 22.1 %), au-dessus de la médiane (+100 € /hab). Épargne brute : en hausse (de 44.4 %) Investissement : en hausse (de 504.6 %) Dotations par habitant : 160 € /hab (au-dessous de la médiane, -16 € /hab)."
62022,ALINCTHUN (62),1005.08,64369.0,203.06,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 99.1 %), au-dessus de la médiane (+685 € /hab). Épargne brute : en baisse (de 31.5 %) Investissement : en hausse (de 437.8 %) Dotations par habitant : 203 € /hab (au-dessus de la médiane, +27 € /hab)."
62023,ALLOUAGNE (62),442.89,562768.0,194.33,2024,situation globalement saine — dette globalement stable depuis 2020 — investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : globalement stable, au-dessous de la médiane (-5 € /hab). Épargne brute : en baisse (de 26.0 %) Investissement : en hausse (de 124.6 %) Dotations par habitant : 194 € /hab (proche de la médiane, -0 € /hab)."
62024,ALQUINES (62),1454.87,280608.0,279.21,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 134.5 %), au-dessus de la médiane (+1 085 € /hab). Épargne brute : en hausse (de 50.9 %) Investissement : en hausse (de 177.1 %) Dotations par habitant : 279 € /hab (au-dessus de la médiane, +90 € /hab)."
62025,AMBLETEUSE (62),2177.55,691696.0,263.1,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 41.7 %), au-dessus de la médiane (+1 730 € /hab). Épargne brute : en hausse (de 120.2 %) Investissement : en hausse (de 101.5 %) Dotations par habitant : 263 € /hab (au-dessus de la médiane, +69 € /hab)."
62026,AMBRICOURT (62),86.08,19433.0,143.95,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 70.0 %), au-dessous de la médiane (-234 € /hab). Épargne brute : globalement stable Investissement : en baisse (de 75.9 %) Dotations par habitant : 144 € /hab (au-dessous de la médiane, -32 € /hab)."
62027,AMBRINES (62),313.57,60540.0,282.9,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 33.3 %), au-dessous de la médiane (-6 € /hab). Épargne brute : en baisse (de 56.0 %) Investissement : globalement stable Dotations par habitant : 283 € /hab (au-dessus de la médiane, +107 € /hab)."
62028,AMES (62),379.69,98129.0,149.59,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 15.3 %), au-dessus de la médiane (+10 € /hab). Épargne brute : en baisse (de 46.4 %) Investissement : en hausse (de 54.9 %) Dotations par habitant : 150 € /hab (au-dessous de la médiane, -39 € /hab)."
62029,AMETTES (62),259.59,74699.0,158.6,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 72.6 %), au-dessous de la médiane (-60 € /hab). Épargne brute : en hausse (de 12.3 %) Investissement : en baisse (de 91.4 %) Dotations par habitant : 159 € /hab (au-dessous de la médiane, -18 € /hab)."
62030,AMPLIER (62),202.25,89261.0,287.01,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — investissement élevé; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 445.9 %), au-dessous de la médiane (-118 € /hab). Épargne brute : en baisse (de 241.5 %) Investissement : en hausse (de 56.1 %) Dotations par habitant : 287 € /hab (au-dessus de la médiane, +111 € /hab)."
62031,ANDRES (62),811.11,561947.0,356.11,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 36.9 %), au-dessus de la médiane (+442 € /hab). Épargne brute : en hausse (de 22.2 %) Investissement : en hausse (de 516.1 %) Dotations par habitant : 356 € /hab (au-dessus de la médiane, +167 € /hab)."
62032,ANGRES (62),179.93,1685535.0,343.5,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,3500-4999 hab,249.06,"Dette : en baisse (de 27.0 %), au-dessous de la médiane (-310 € /hab). Épargne brute : en hausse (de 54.5 %) Investissement : en hausse (de 49.5 %) Dotations par habitant : 344 € /hab (au-dessus de la médiane, +94 € /hab)."
62033,ANNAY (62),771.94,1339709.0,294.7,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,3500-4999 hab,249.06,"Dette : en hausse (de 377.9 %), au-dessus de la médiane (+282 € /hab). Épargne brute : en baisse (de 12.5 %) Investissement : en hausse (de 479.6 %) Dotations par habitant : 295 € /hab (au-dessus de la médiane, +46 € /hab)."
62034,ANNEQUIN (62),147.15,314643.0,145.6,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 31.1 %), au-dessous de la médiane (-300 € /hab). Épargne brute : en baisse (de 58.4 %) Investissement : en hausse (de 144.7 %) Dotations par habitant : 146 € /hab (au-dessous de la médiane, -49 € /hab)."
62035,ANNEZIN (62),342.53,1163385.0,197.82,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé Tendance dette vs strate : baisse plus rapide que la strate.,5000-9999 hab,298.7,"Dette : en baisse (de 22.3 %), au-dessous de la médiane (-236 € /hab). Épargne brute : en hausse (de 43.4 %) Investissement : en hausse (de 11.1 %) Dotations par habitant : 198 € /hab (au-dessous de la médiane, -101 € /hab)."
62036,ANVIN (62),751.14,88203.0,117.76,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 41.6 %), au-dessus de la médiane (+382 € /hab). Épargne brute : en baisse (de 25.8 %) Investissement : en hausse (de 94.3 %) Dotations par habitant : 118 € /hab (au-dessous de la médiane, -71 € /hab)."
62037,ANZIN-SAINT-AUBIN (62),320.87,311043.0,107.93,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 29.1 %), au-dessous de la médiane (-127 € /hab). Épargne brute : en baisse (de 8.6 %) Investissement : en baisse (de 7.1 %) Dotations par habitant : 108 € /hab (au-dessous de la médiane, -87 € /hab)."
62038,ARDRES (62),1132.72,2027215.0,443.69,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,3500-4999 hab,249.06,"Dette : en hausse (de 40.1 %), au-dessus de la médiane (+643 € /hab). Épargne brute : en baisse (de 29.8 %) Investissement : en hausse (de 161.2 %) Dotations par habitant : 444 € /hab (au-dessus de la médiane, +195 € /hab)."
62039,ARLEUX-EN-GOHELLE (62),437.85,112982.0,119.43,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 29.0 %), au-dessus de la médiane (+68 € /hab). Épargne brute : en baisse (de 10.2 %) Investissement : en hausse (de 608.9 %) Dotations par habitant : 119 € /hab (au-dessous de la médiane, -70 € /hab)."
